#!220883.0[0,f]/ 5.0901e-15[1,f]/ 1.0783e-16[2,f]/ 1.345600e13[3,f]/ 8.363e-23[4,f]/ 1.52240983e-24[5,f]/
wav     trans
2.530	1.09063E-17
2.540	2.37031E-17
2.550	2.87176E-14
2.560	1.55688E-14
2.570	1.18747E-15
2.580	4.85581E-34
2.590	2.27780E-43
2.600	8.75692E-32
2.610	4.82452E-32
2.620	4.94618E-32
2.630	3.39502E-30
2.640	2.78299E-32
2.650	4.20491E-30
2.660	3.49936E-37
2.670	3.67382E-16
2.680	4.99440E-16
2.690	1.86729E-15
2.700	1.87193E-15
2.710	1.36502E-15
2.720	3.03996E-15
2.730	1.61187E-14
2.740	1.10978E-15
2.750	2.16938E-16
2.760	7.76341E-26
2.770	7.92852E-17
2.780	1.54863E-15
2.790	1.25677E-16
2.800	1.78007E-16
2.810	3.17701E-17
2.820	8.90638E-16
2.830	9.33180E-16
2.840	7.20599E-15
2.850	2.71137E-15
2.860	8.84895E-30
2.870	5.91324E-30
2.880	1.06507E-32
2.890	3.48858E-16
2.900	1.75514E-15
2.910	1.28216E-14
2.920	1.76760E-16
2.930	1.14683E-14
2.940	9.97789E-15
2.950	1.55424E-14
2.960	1.79564E-15
2.970	1.21832E-15
2.980	1.09668E-16
2.990	1.13234E-15
3.000	7.15133E-15
3.010	1.63834E-15
3.020	3.96192E-14
3.030	1.82056E-14
3.040	2.00431E-15
3.050	9.79279E-15
3.060	7.14510E-35
3.070	1.21459E-27
3.080	3.88084E-26
3.090	2.66463E-26
3.100	1.18623E-30
3.110	6.96463E-29
3.120	1.75827E-30
3.130	8.45655E-38
3.140	1.74268E-31
3.150	1.29790E-16
3.160	2.30646E-15
3.170	5.64227E-15
3.180	6.17013E-15
3.190	4.95862E-16
3.200	7.55313E-16
3.210	9.83769E-17
3.220	2.34848E-14
3.230	1.76136E-15
3.240	2.20833E-14
3.250	4.99446E-14
3.260	2.99479E-15
3.270	1.11648E-14
3.280	1.65860E-15
3.290	2.55872E-15
3.300	4.27485E-14
3.310	1.35227E-15
3.320	2.06660E-14
3.330	1.19559E-30
3.340	1.70063E-35
3.350	3.40119E-33
3.360	2.93717E-41
3.370	4.18160E-30
3.380	1.60408E-37
3.390	6.27758E-39
3.400	4.88235E-36
3.410	1.47560E-33
3.420	5.22661E-35
3.430	1.55735E-31
3.440	1.52029E-16
3.450	4.76696E-16
3.460	1.37592E-16
3.470	8.93919E-17
3.480	8.56092E-28
3.490	3.52120E-34
3.500	4.71571E-29
3.510	8.42849E-28
3.520	2.60389E-30
3.530	1.24603E-24
3.540	2.36251E-31
3.550	8.50789E-27
3.560	1.99185E-33
3.570	2.10866E-16
3.580	6.02067E-15
3.590	5.60641E-16
3.600	3.02139E-14
3.610	5.24820E-15
3.620	1.30086E-14
3.630	6.85399E-15
3.640	4.45714E-15
3.650	1.75825E-14
3.660	5.54891E-15
3.670	1.05790E-14
3.680	5.56141E-14
3.690	1.02428E-14
3.700	5.92270E-16
3.710	3.41833E-15
3.720	1.25882E-15
3.730	5.66729E-15
3.740	3.12086E-15
3.750	1.24277E-15
3.760	1.09234E-15
3.770	5.62520E-15
3.780	1.96228E-15
3.790	6.34934E-15
3.800	4.23763E-14
3.810	1.53010E-14
3.820	1.34476E-14
3.830	7.00026E-16
3.840	1.62120E-14
3.850	3.65974E-14
3.860	6.69508E-15
3.870	1.51718E-14
3.880	3.44485E-14
3.890	1.19668E-14
3.900	2.34538E-14
3.910	9.80972E-15
3.920	1.32500E-14
3.930	1.25211E-14
3.940	3.63325E-14
3.950	1.03891E-14
3.960	1.78005E-14
3.970	1.32312E-14
3.980	7.04070E-15
3.990	1.91554E-14
4.000	3.66750E-27
4.010	7.55461E-34
4.020	1.04841E-31
4.030	2.44037E-37
4.040	2.91064E-26
4.050	1.65390E-37
4.060	5.08793E-26
4.070	1.83769E-31
4.080	2.60858E-34
4.090	9.99511E-31
4.100	1.47185E-30
4.110	1.29929E-32
4.120	4.96481E-14
4.130	3.61453E-15
4.140	8.47826E-14
4.150	2.13981E-15
4.160	5.08173E-14
4.170	1.18842E-13
4.180	2.22390E-13
4.190	2.16473E-13
4.200	4.70952E-15
4.210	5.07387E-15
4.220	8.39265E-14
4.230	1.87974E-31
4.240	2.90755E-34
