# lambda: Angstroms, f_lambda: erg/s/cm^2/Angstrom,                          Teff=8878.4K,rad=2.271Rsol.
lambda	 f_lambda
2.757885745509059052e+05	2.022612905147863165e-17
2.760618640549976262e+05	2.014597451073590528e-17
2.763354243721677922e+05	2.006613761606304121e-17
2.766092557707761880e+05	1.998661710865408708e-17
2.768833585194477346e+05	1.990741173469115663e-17
2.771577328870737110e+05	1.982852024532563264e-17
2.774323791428116965e+05	1.974994139665797392e-17
2.777072975560867344e+05	1.967167394971748537e-17
2.779824883965890040e+05	1.959371667044452854e-17
2.782579519342783024e+05	1.951606832966850746e-17
2.785336884393796208e+05	1.943872770309168470e-17
2.788096981823873939e+05	1.936169357126653242e-17
2.790859814340635203e+05	1.928496471957903684e-17
2.793625384654384106e+05	1.920853993822797836e-17
2.796393695478113368e+05	1.913241802220680315e-17
2.799164749527489184e+05	1.905659777128476444e-17
2.801938549520889646e+05	1.898107798998644293e-17
2.804715098179365741e+05	1.890585748757523930e-17
2.807494398226681515e+05	1.883093507803226293e-17
2.810276452389292535e+05	1.875630958003933746e-17
2.813061263396358700e+05	1.868197981695960902e-17
2.815848833979743067e+05	1.860794461681928840e-17
2.818639166874021175e+05	1.853420281228841948e-17
2.821432264816462412e+05	1.846075324066414369e-17
2.824228130547069595e+05	1.838759474385008792e-17
2.827026766808540560e+05	1.831472616834038699e-17
2.829828176346305409e+05	1.824214636519996525e-17
2.832632361908510211e+05	1.816985419004659613e-17
2.835439326246025157e+05	1.809784850303373825e-17
2.838249072112450958e+05	1.802612816883123300e-17
2.841061602264100220e+05	1.795469205660903116e-17
2.843876919460039353e+05	1.788353904001788128e-17
2.846695026462046080e+05	1.781266799717231981e-17
2.849515926034653094e+05	1.774207781063281390e-17
2.852339620945125353e+05	1.767176736738816611e-17
2.855166113963471144e+05	1.760173555883808551e-17
2.857995407862442080e+05	1.753198128077515479e-17
2.860827505417545908e+05	1.746250343336827039e-17
2.863662409407020314e+05	1.739330092114472976e-17
2.866500122611881234e+05	1.732437265297295659e-17
2.869340647815876291e+05	1.725571754204600863e-17
2.872183987805529614e+05	1.718733450586302719e-17
2.875030145370120881e+05	1.711922246621372796e-17
2.877879123301692889e+05	1.705138034915997376e-17
2.880730924395062029e+05	1.698380708502041328e-17
2.883585551447796170e+05	1.691650160835218632e-17
2.886443007260258310e+05	1.684946285793484455e-17
2.889303294635563507e+05	1.678268977675346809e-17
2.892166416379623115e+05	1.671618131198200694e-17
2.895032375301120919e+05	1.664993641496681043e-17
2.897901174211526522e+05	1.658395404120954965e-17
2.900772815925092436e+05	1.651823315035170829e-17
2.903647303258869215e+05	1.645277270615694419e-17
2.906524639032684499e+05	1.638757167649611645e-17
2.909404826069161063e+05	1.632262903333019543e-17
2.912287867193730781e+05	1.625794375269405417e-17
2.915173765234619495e+05	1.619351481468018269e-17
2.918062523022855748e+05	1.612934120342342851e-17
2.920954143392272526e+05	1.606542190708389742e-17
2.923848629179518321e+05	1.600175591783179567e-17
2.926745983224032680e+05	1.593834223183167433e-17
2.929646208368095104e+05	1.587517984922542871e-17
2.932549307456776151e+05	1.581226777411781842e-17
2.935455283337984001e+05	1.574960501456013864e-17
2.938364138862443506e+05	1.568719058253469549e-17
2.941275876883703168e+05	1.562502349393935244e-17
2.944190500258140382e+05	1.556310276857151888e-17
2.947108011844967841e+05	1.550142743011344216e-17
2.950028414506221889e+05	1.543999650611619003e-17
2.952951711106771254e+05	1.537880902798494886e-17
2.955877904514339752e+05	1.531787914167862993e-17
2.958806997599483002e+05	1.525716785219398199e-17
2.961738993235604139e+05	1.519669718744836266e-17
2.964673894298952655e+05	1.513646619374328071e-17
2.967611703668633127e+05	1.507647392116003495e-17
2.970552424226587173e+05	1.501671942354511110e-17
2.973496058857634780e+05	1.495720175849487596e-17
2.976442610449430649e+05	1.489791998734096508e-17
2.979392081892510178e+05	1.483887317513499854e-17
2.982344476080265595e+05	1.478006039063467418e-17
2.985299795908957021e+05	1.472148070628824000e-17
2.988258044277721201e+05	1.466313319822022997e-17
2.991219224088548799e+05	1.460501694621712583e-17
2.994183338246329804e+05	1.454713103371249202e-17
2.997150389658810454e+05	1.448947454777275462e-17
3.000120381236635149e+05	1.443204657908232695e-17
3.003093315893326071e+05	1.437484622193010966e-17
3.006069196545294253e+05	1.431787257419435439e-17
3.009048026111838990e+05	1.426112473732881867e-17
3.012029807515159482e+05	1.420460181634881295e-17
3.015014543680332717e+05	1.414830291981685010e-17
3.018002237535356544e+05	1.409222715982824562e-17
3.020992892011108925e+05	1.403637365199792272e-17
3.023986510041388101e+05	1.398074151544553179e-17
3.026983094562893966e+05	1.392532987278250200e-17
3.029982648515237379e+05	1.387013785009736573e-17
3.032985174840947730e+05	1.381516457694235561e-17
3.035990676485451404e+05	1.376040918631999237e-17
3.038999156397118350e+05	1.370587081466851555e-17
3.042010617527216091e+05	1.365154860184961301e-17
3.045025062829955132e+05	1.359744169113339715e-17
3.048042495262465673e+05	1.354354922918578776e-17
3.051062917784810998e+05	1.348987036605472541e-17
3.054086333359985147e+05	1.343640425515719998e-17
3.057112744953925721e+05	1.338315005326513124e-17
3.060142155535490019e+05	1.333010692049295509e-17
3.063174568076503347e+05	1.327727402028337938e-17
3.066209985551710124e+05	1.322465051939551094e-17
3.069248410938821617e+05	1.317223558789029248e-17
3.072289847218493233e+05	1.312002839911828907e-17
3.075334297374333837e+05	1.306802812970631917e-17
3.078381764392915647e+05	1.301623395954479890e-17
3.081432251263751532e+05	1.296464507177458258e-17
3.084485760979342158e+05	1.291326065277377086e-17
3.087542296535127680e+05	1.286207989214561744e-17
3.090601860929535469e+05	1.281110198270500903e-17
3.093664457163958577e+05	1.276032612046604848e-17
3.096730088242763886e+05	1.270975150462969499e-17
3.099798757173295598e+05	1.265937733757049976e-17
3.102870466965883970e+05	1.260920282482424312e-17
3.105945220633829595e+05	1.255922717507602458e-17
3.109023021193419117e+05	1.250944960014694613e-17
3.112103871663941536e+05	1.245986931498190346e-17
3.115187775067670736e+05	1.241048553763729536e-17
3.118274734429875389e+05	1.236129748926900600e-17
3.121364752778822440e+05	1.231230439411950422e-17
3.124457833145785844e+05	1.226350547950581805e-17
3.127553978565023863e+05	1.221489997580805154e-17
3.130653192073828541e+05	1.216648711645593561e-17
3.133755476712473901e+05	1.211826613791784870e-17
3.136860835524267168e+05	1.207023627968837065e-17
3.139969271555525484e+05	1.202239678427608925e-17
3.143080787855582894e+05	1.197474689719195068e-17
3.146195387476803735e+05	1.192728586693707372e-17
3.149313073474555276e+05	1.188001294499166728e-17
3.152433848907261272e+05	1.183292738580196632e-17
3.155557716836347245e+05	1.178602844676963467e-17
3.158684680326294038e+05	1.173931538823928194e-17
3.161814742444611620e+05	1.169278747348718524e-17
3.164947906261850148e+05	1.164644396870947474e-17
3.168084174851602875e+05	1.160028414301094484e-17
3.171223551290513715e+05	1.155430726839286068e-17
3.174366038658257457e+05	1.150851261974223460e-17
3.177511640037586330e+05	1.146289947481953711e-17
3.180660358514280524e+05	1.141746711424844483e-17
3.183812197177198832e+05	1.137221482150326339e-17
3.186967159118253621e+05	1.132714188289838253e-17
3.190125247432421311e+05	1.128224758757674373e-17
3.193286465217751684e+05	1.123753122749889772e-17
3.196450815575345187e+05	1.119299209743166164e-17
3.199618301609400660e+05	1.114862949493671591e-17
3.202788926427167607e+05	1.110444272036007638e-17
3.205962693138994509e+05	1.106043107682078987e-17
3.209139604858304956e+05	1.101659387019975298e-17
3.212319664701606962e+05	1.097293040912904708e-17
3.215502875788498786e+05	1.092944000498093738e-17
3.218689241241674754e+05	1.088612197185692598e-17
3.221878764186904882e+05	1.084297562657720389e-17
3.225071447753082612e+05	1.080000028866960392e-17
3.228267295072175330e+05	1.075719528035904506e-17
3.231466309279273846e+05	1.071455992655650070e-17
3.234668493512570276e+05	1.067209355484895766e-17
3.237873850913364440e+05	1.062979549548811172e-17
3.241082384626077255e+05	1.058766508138042060e-17
3.244294097798225121e+05	1.054570164807631717e-17
3.247508993580469396e+05	1.050390453375947051e-17
3.250727075126568088e+05	1.046227307923695747e-17
3.253948345593423001e+05	1.042080662792817242e-17
3.257172808141059359e+05	1.037950452585516061e-17
3.260400465932632214e+05	1.033836612163170817e-17
3.263631322134431684e+05	1.029739076645331801e-17
3.266865379915892263e+05	1.025657781408715650e-17
3.270102642449568957e+05	1.021592662086168267e-17
3.273343112911186763e+05	1.017543654565624980e-17
3.276586794479592354e+05	1.013510694989149728e-17
3.279833690336801228e+05	1.009493719751902303e-17
3.283083803667976172e+05	1.005492665501119609e-17
3.286337137661434826e+05	1.001507469135140373e-17
3.289593695508663077e+05	9.975380678023942600e-18
3.292853480404287693e+05	9.934350977021368647e-18
3.296116495546128717e+05	9.891076111048387831e-18
3.299382744135147659e+05	9.847989754020711848e-18
3.302652229375498137e+05	9.805091084777648972e-18
3.305924954474502592e+05	9.762379285735307594e-18
3.309200922642662190e+05	9.719853542871501547e-18
3.312480137093658559e+05	9.677513045709915889e-18
3.315762601044364274e+05	9.635356987304734893e-18
3.319048317714827717e+05	9.593384564225191472e-18
3.322337290328286472e+05	9.551594976540561871e-18
3.325629522111187107e+05	9.509987427804533278e-18
3.328925016293165390e+05	9.468561125040024418e-18
3.332223776107057929e+05	9.427315278724462199e-18
3.335525804788905662e+05	9.386249102774495998e-18
3.338831105577962007e+05	9.345361814530716553e-18
3.342139681716670166e+05	9.304652634743579736e-18
3.345451536450713756e+05	9.264120787557407460e-18
3.348766673028965015e+05	9.223765500496745938e-18
3.352085094703536597e+05	9.183586004450881201e-18
3.355406804729757132e+05	9.143581533659260584e-18
3.358731806366180535e+05	9.103751325697348691e-18
3.362060102874596487e+05	9.064094621461420257e-18
3.365391697520007147e+05	9.024610665154918398e-18
3.368726593570676632e+05	8.985298704273301394e-18
3.372064794298080378e+05	8.946157989590074308e-18
3.375406302976957522e+05	8.907187775142507826e-18
3.378751122885282966e+05	8.868387318217133694e-18
3.382099257304282510e+05	8.829755879336019775e-18
3.385450709518431686e+05	8.791292722242464235e-18
3.388805482815468567e+05	8.752997113886671252e-18
3.392163580486367573e+05	8.714868324412502156e-18
3.395525005825392436e+05	8.676905627142779813e-18
3.398889762130043819e+05	8.639108298566142998e-18
3.402257852701111115e+05	8.601475618322484826e-18
3.405629280842646840e+05	8.564006869189928839e-18
3.409004049861977110e+05	8.526701337070877573e-18
3.412382163069713861e+05	8.489558310978124291e-18
3.415763623779728659e+05	8.452577083022067889e-18
3.419148435309202760e+05	8.415756948396179059e-18
3.422536600978579372e+05	8.379097205364608087e-18
3.425928124111610814e+05	8.342597155248120936e-18
3.429323008035337552e+05	8.306256102410848857e-18
3.432721256080095773e+05	8.270073354247446281e-18
3.436122871579522616e+05	8.234048221169342763e-18
3.439527857870565495e+05	8.198180016592008735e-18
3.442936218293457059e+05	8.162468056921936216e-18
3.446347956191769335e+05	8.126911661542940061e-18
3.449763074912357260e+05	8.091510152804118584e-18
3.453181577805415727e+05	8.056262856006281150e-18
3.456603468224451062e+05	8.021169099389146127e-18
3.460028749526292668e+05	7.986228214118944064e-18
3.463457425071103498e+05	7.951439534275068687e-18
3.466889498222356196e+05	7.916802396838114557e-18
3.470324972346883733e+05	7.882316141676520366e-18
3.473763850814826437e+05	7.847980111534634334e-18
3.477206136999686714e+05	7.813793652019479213e-18
3.480651834278302267e+05	7.779756111588925544e-18
3.484100946030856576e+05	7.745866841539015951e-18
3.487553475640884135e+05	7.712125195991409621e-18
3.491009426495277439e+05	7.678530531881460027e-18
3.494468801984265447e+05	7.645082208945697922e-18
3.497931605501464801e+05	7.611779589709633273e-18
3.501397840443825698e+05	7.578622039475919261e-18
3.504867510211686022e+05	7.545608926311625743e-18
3.508340618208747474e+05	7.512739621036893204e-18
3.511817167842082563e+05	7.480013497212369540e-18
3.515297162522149156e+05	7.447429931127651390e-18
3.518780605662761955e+05	7.414988301789451228e-18
3.522267500681146630e+05	7.382687990909154310e-18
3.525757850997888017e+05	7.350528382891890180e-18
3.529251660036981921e+05	7.318508864824186687e-18
3.532748931225807755e+05	7.286628826462354319e-18
3.536249667995144264e+05	7.254887660221217197e-18
3.539753873779167188e+05	7.223284761162053678e-18
3.543261552015464986e+05	7.191819526981424416e-18
3.546772706145016127e+05	7.160491357999689198e-18
3.550287339612210053e+05	7.129299657149288049e-18
3.553805455864863470e+05	7.098243829963600106e-18
3.557327058354202309e+05	7.067323284565542121e-18
3.560852150534872781e+05	7.036537431656364162e-18
3.564380735864943708e+05	7.005885684504171078e-18
3.567912817805918748e+05	6.975367458933041760e-18
3.571448399822709616e+05	6.944982173311940412e-18
3.574987485383690801e+05	6.914729248543070061e-18
3.578530077960643684e+05	6.884608108051684392e-18
3.582076181028813007e+05	6.854618177774249443e-18
3.585625798066880088e+05	6.824758886148126007e-18
3.589178932556971558e+05	6.795029664100449320e-18
3.592735587984674494e+05	6.765429945037061120e-18
3.596295767839005566e+05	6.735959164832322254e-18
3.599859475612470414e+05	6.706616761817476974e-18
3.603426714801004273e+05	6.677402176771048715e-18
3.606997488904029597e+05	6.648314852907083444e-18
3.610571801424429868e+05	6.619354235865143301e-18
3.614149655868557747e+05	6.590519773699794870e-18
3.617731055746242637e+05	6.561810916869707650e-18
3.621316004570797668e+05	6.533227118227508253e-18
3.624904505858996417e+05	6.504767833009403494e-18
3.628496563131126459e+05	6.476432518824261907e-18
3.632092179910934065e+05	6.448220635644026470e-18
3.635691359725680086e+05	6.420131645792889336e-18
3.639294106106112595e+05	6.392165013937097497e-18
3.642900422586477944e+05	6.364320207075014222e-18
3.646510312704534153e+05	6.336596694526699000e-18
3.650123780001520645e+05	6.313042511708628976e-18
3.653740828022217029e+05	6.290519384776601391e-18
3.657361460314884316e+05	6.268076613908418302e-18
3.660985680431323126e+05	6.245713912416614690e-18
3.664613491926846909e+05	6.223430994636595402e-18
3.668244898360290099e+05	6.201227575922937371e-18
3.671879903294015676e+05	6.179103372645748060e-18
3.675518510293923900e+05	6.157058102186995414e-18
3.679160722929424373e+05	6.135091482937099736e-18
3.682806544773495989e+05	6.113203234290982446e-18
3.686455979402626399e+05	6.091393076644881364e-18
3.690109030396871967e+05	6.069660731392434139e-18
3.693765701339827501e+05	6.048005920921312496e-18
3.697425995818639058e+05	6.026428368609633068e-18
3.701089917424015584e+05	6.004927798822367468e-18
3.704757469750200980e+05	5.983503936908024294e-18
3.708428656395031139e+05	5.962156509194791877e-18
3.712103480959876906e+05	5.940885242987437533e-18
3.715781947049701121e+05	5.919689866563480355e-18
3.719464058273031260e+05	5.898570109169916366e-18
3.723149818241969333e+05	5.877525701019711779e-18
3.726839230572197703e+05	5.856556373288353276e-18
3.730532298882990144e+05	5.835661858110370547e-18
3.734229026797190309e+05	5.814841888576055276e-18
3.737929417941232095e+05	5.794096198727908956e-18
3.741633475945158862e+05	5.773424523557388839e-18
3.745341204442603048e+05	5.752826599001187808e-18
3.749052607070797239e+05	5.732302161938291555e-18
3.752767687470579403e+05	5.711850950186379406e-18
3.756486449286402785e+05	5.691472702498475512e-18
3.760208896166307968e+05	5.671167158559796490e-18
3.763935031761982245e+05	5.650934058984102934e-18
3.767664859728701413e+05	5.630773145310756605e-18
3.771398383725384483e+05	5.610684160001092737e-18
3.775135607414569822e+05	5.590666846435273849e-18
3.778876534462426207e+05	5.570720948909188221e-18
3.782621168538760394e+05	5.550846212630685856e-18
3.786369513316994417e+05	5.531042383716959220e-18
3.790121572474221466e+05	5.511309209190757630e-18
3.793877349691147101e+05	5.491646436977557680e-18
3.797636848652146291e+05	5.472053815902034936e-18
3.801400073045239551e+05	5.452531095684982448e-18
3.805167026562100509e+05	5.433078026940298598e-18
3.808937712898060563e+05	5.413694361171353251e-18
3.812712135752122267e+05	5.394379850768168968e-18
3.816490298826929647e+05	5.375134249004435042e-18
3.820272205828826409e+05	5.355957310033649477e-18
3.824057860467798309e+05	5.336848788886770121e-18
3.827847266457530786e+05	5.317808441468560795e-18
3.831640427515382180e+05	5.298836024554646158e-18
3.835437347362393048e+05	5.279931295788579673e-18
3.839238029723300715e+05	5.261094013678227480e-18
3.843042478326508426e+05	5.242323937593505044e-18
3.846850696904147044e+05	5.223620827762351961e-18
3.850662689192012767e+05	5.204984445268448577e-18
3.854478458929628250e+05	5.186414552047859472e-18
3.858298009860214079e+05	5.167910910885777876e-18
3.862121345730699832e+05	5.149473285413884827e-18
3.865948470291726990e+05	5.131101440107069700e-18
3.869779387297663488e+05	5.112795140280591388e-18
3.873614100506572868e+05	5.094554152087039952e-18
3.877452613680274808e+05	5.076378242513013239e-18
3.881294930584284011e+05	5.058267179376891274e-18
3.885141054987871321e+05	5.040220731324995960e-18
3.888990990664034616e+05	5.022238667829221409e-18
3.892844741389510455e+05	5.004320759184000222e-18
3.896702310944785131e+05	4.986466776503124159e-18
3.900563703114069649e+05	4.968676491717190361e-18
3.904428921685353271e+05	4.950949677570157011e-18
3.908297970450350549e+05	4.933286107617171663e-18
3.912170853204554878e+05	4.915685556221029062e-18
3.916047573747213464e+05	4.898147798549453281e-18
3.919928135881338967e+05	4.880672610572547784e-18
3.923812543413711246e+05	4.863259769059526741e-18
3.927700800154892495e+05	4.845909051576032588e-18
3.931592909919195226e+05	4.828620236481404294e-18
3.935488876524743973e+05	4.811393102925575839e-18
3.939388703793415334e+05	4.794227430846607175e-18
3.943292395550896763e+05	4.777123000967401667e-18
3.947199955626658630e+05	4.760079594793454300e-18
3.951111387853967026e+05	4.743096994609666958e-18
3.955026696069893078e+05	4.726174983477535799e-18
3.958945884115286754e+05	4.709313345232875572e-18
3.962868955834836815e+05	4.692511864482405333e-18
3.966795915077009122e+05	4.675770326601499726e-18
3.970726765694107744e+05	4.659088517731134458e-18
3.974661511542245280e+05	4.642466224775314031e-18
3.978600156481356244e+05	4.625903235398306871e-18
3.982542704375199392e+05	4.609399338021935163e-18
3.986489159091371112e+05	4.592954321822833099e-18
3.990439524501283886e+05	4.576567976729867667e-18
3.994393804480185499e+05	4.560240093421379184e-18
3.998352002907182323e+05	4.543970463322434145e-18
4.002314123665214865e+05	4.527758878602270675e-18
4.006280170641071163e+05	4.511605132171607613e-18
4.010250147725392599e+05	4.495509017679998290e-18
4.014224058812681469e+05	4.479470329513161958e-18
4.018201907801277703e+05	4.463488862790496259e-18
4.022183698593414156e+05	4.447049254865025900e-18
4.026169435095160152e+05	4.429381811529851522e-18
4.030159121216479107e+05	4.411784558232149470e-18
4.034152760871200589e+05	4.394257216117758773e-18
4.038150357977033127e+05	4.376799507440219378e-18
4.042151916455575265e+05	4.359411155556622158e-18
4.046157440232287045e+05	4.342091884923083744e-18
4.050166933236551704e+05	4.324841421090412416e-18
4.054180399401612813e+05	4.307659490699760890e-18
4.058197842664636555e+05	4.290545821478331498e-18
4.062219266966682626e+05	4.273500142234917273e-18
4.066244676252714708e+05	4.256522182855852872e-18
4.070274074471606873e+05	4.239611674300488646e-18
4.074307465576155228e+05	4.222768348596998269e-18
4.078344853523046477e+05	4.205991938838372039e-18
4.082386242272921954e+05	4.189282179177741487e-18
4.086431635790314758e+05	4.172638804824542927e-18
4.090481038043710869e+05	4.156061552040184883e-18
4.094534453005521791e+05	4.139550158133801025e-18
4.098591884652094450e+05	4.123104361458154878e-18
4.102653336963723996e+05	4.106723901405563779e-18
4.106718813924625865e+05	4.090408518403663374e-18
4.110788319522996317e+05	4.074157953911330808e-18
4.114861857750950148e+05	4.057971950414589428e-18
4.118939432604584144e+05	4.041850251422556629e-18
4.123021048083945061e+05	4.025792601463249945e-18
4.127106708193044760e+05	4.009798746079771398e-18
4.131196416939862538e+05	3.993868431826008053e-18
4.135290178336357931e+05	3.978001406262848722e-18
4.139387996398439864e+05	3.962197417954082500e-18
4.143489875146030681e+05	3.946456216462287292e-18
4.147595818603004445e+05	3.930777552345217540e-18
4.151705830797244562e+05	3.915161177151395382e-18
4.155819915760621079e+05	3.899606843416565402e-18
4.159938077528996509e+05	3.884114304659511507e-18
4.164060320142242126e+05	3.868683315378220479e-18
4.168186647644207696e+05	3.853313631046209610e-18
4.172317064082783181e+05	3.838005008108240348e-18
4.176451573509835871e+05	3.822757203976809261e-18
4.180590179981273832e+05	3.807569977028175221e-18
4.184732887557016802e+05	3.792443086598435905e-18
4.188879700301006087e+05	3.777376292979936317e-18
4.193030622281210963e+05	3.762369357417249759e-18
4.197185657569639734e+05	3.747422042103455395e-18
4.201344810242311214e+05	3.732534110176589914e-18
4.205508084379316424e+05	3.717705325715460562e-18
4.209675484064755728e+05	3.702935453736394941e-18
4.213847013386802864e+05	3.688224260189064052e-18
4.218022676437672926e+05	3.673571511953136571e-18
4.222202477313637501e+05	3.658976976834309888e-18
4.226386420115033980e+05	3.644440423560846523e-18
4.230574508946239948e+05	3.629961621779783885e-18
4.234766747915731394e+05	3.615540342053317386e-18
4.238963141136023914e+05	3.601176355855191242e-18
4.243163692723732092e+05	3.586869435566964482e-18
4.247368406799542718e+05	3.572619354474603590e-18
4.251577287488225265e+05	3.558425886764688430e-18
4.255790338918636553e+05	3.544288807520921683e-18
4.260007565223734127e+05	3.530207892720619805e-18
4.264228970540551818e+05	3.516182919231080726e-18
4.268454559010225930e+05	3.502213664806073261e-18
4.272684334778010962e+05	3.488299908082343475e-18
4.276918301993262139e+05	3.474441428575995477e-18
4.281156464809446479e+05	3.460638006679195764e-18
4.285398827384145116e+05	3.446889423656465426e-18
4.289645393879070180e+05	3.433195461641413379e-18
4.293896168460029294e+05	3.419555903633168392e-18
4.298151155296995421e+05	3.405970533492972111e-18
4.302410358564036433e+05	3.392439135940779413e-18
4.306673782439384377e+05	3.378961496551735878e-18
4.310941431105402298e+05	3.365537401752975352e-18
4.315213308748597628e+05	3.352166638820013836e-18
4.319489419559634989e+05	3.338848995873570931e-18
4.323769767733306508e+05	3.325584261876102781e-18
4.328054357468594098e+05	3.312372226628486005e-18
4.332343192968607764e+05	3.299212680766711645e-18
4.336636278440647293e+05	3.286105415758462020e-18
4.340933618096173741e+05	3.273050223899993029e-18
4.345235216150820488e+05	3.260046898312656308e-18
4.349541076824399643e+05	3.247095232939699488e-18
4.353851204340913100e+05	3.234195022543029096e-18
4.358165602928521112e+05	3.221346062700011580e-18
4.362484276819610968e+05	3.208548149799966195e-18
4.366807230250726570e+05	3.195801081041337734e-18
4.371134467462638277e+05	3.183104654428113533e-18
4.375465992700309143e+05	3.170458668766805149e-18
4.379801810212908895e+05	3.157862923663313717e-18
4.384141924253826146e+05	3.145317219519571901e-18
4.388486339080638718e+05	3.132821357530561397e-18
4.392835058955178829e+05	3.120375139681060424e-18
4.397188088143464993e+05	3.107978368742531805e-18
4.401545430915771867e+05	3.095630848270021447e-18
4.405907091546595329e+05	3.083332382598945512e-18
4.410273074314667028e+05	3.071082776842166077e-18
4.414643383502959623e+05	3.058879475096541706e-18
4.419018023398697842e+05	3.046712876518542804e-18
4.423396998293328797e+05	3.034594670210405934e-18
4.427780312482587178e+05	3.022524663693323118e-18
4.432167970266428310e+05	3.010502665254189902e-18
4.436559975949097425e+05	2.998528483942285436e-18
4.440956333839093568e+05	2.986601929566488737e-18
4.445357048249187064e+05	2.974722812692133646e-18
4.449762123496429413e+05	2.962890944638023634e-18
4.454171563902124763e+05	2.951106137473436983e-18
4.458585373791893944e+05	2.939368204015115400e-18
4.463003557495608693e+05	2.927676957824389377e-18
4.467426119347459171e+05	2.916032213204094389e-18
4.471853063685919624e+05	2.904433785195623837e-18
4.476284394853765261e+05	2.892881489576109104e-18
4.480720117198073422e+05	2.881375142855398921e-18
4.485160235070239869e+05	2.869914562273168550e-18
4.489604752825952601e+05	2.858499565795993141e-18
4.494053674825215712e+05	2.847129972114573621e-18
4.498507005432373262e+05	2.835805600640622851e-18
4.502964749016084243e+05	2.824526271504231724e-18
4.507426909949337132e+05	2.813291805550894374e-18
4.511893492609452805e+05	2.802102024338710185e-18
4.516364501378099667e+05	2.790956750135432881e-18
4.520839940641261055e+05	2.779855805915878994e-18
4.525319814789302181e+05	2.768799015358862555e-18
4.529804128216903191e+05	2.757786202844623593e-18
4.534292885323126102e+05	2.746817193451787859e-18
4.538786090511382208e+05	2.735891812954816897e-18
4.543283748189447215e+05	2.725009887821124927e-18
4.547785862769465311e+05	2.714171245208370216e-18
4.552292438667960814e+05	2.703375712961597000e-18
4.556803480305816047e+05	2.692623119610700572e-18
4.561318992108295206e+05	2.681913294367572670e-18
4.565838978505065315e+05	2.671246067123385148e-18
4.570363443930174108e+05	2.660621268445870557e-18
4.574892392822063412e+05	2.650038729576737939e-18
4.579425829623571481e+05	2.639498282428905261e-18
4.583963758781951619e+05	2.628999759583852417e-18
4.588506184748832602e+05	2.618542994288960367e-18
4.593053111980294925e+05	2.608127820454842565e-18
4.597604544936795719e+05	2.597754072652791947e-18
4.602160488083240343e+05	2.587421586112045724e-18
4.606720945888949209e+05	2.577130196717170744e-18
4.611285922827672912e+05	2.566879741005559393e-18
4.615855423377602128e+05	2.556670056164731754e-18
4.620429452021339093e+05	2.546500980029870804e-18
4.625008013245964539e+05	2.536372351081021337e-18
4.629591111542969011e+05	2.526284008440833549e-18
4.634178751408320968e+05	2.516235791871697637e-18
4.638770937342434772e+05	2.506227541773426520e-18
4.643367673850185820e+05	2.496259099180618087e-18
4.647968965440911124e+05	2.486330305760169589e-18
4.652574816628428525e+05	2.476441003808662230e-18
4.657185231930997688e+05	2.466591036250060063e-18
4.661800215871395194e+05	2.456780246632990191e-18
4.666419772976841195e+05	2.447008479128461314e-18
4.671043907779069850e+05	2.437275578527166653e-18
4.675672624814297305e+05	2.427581390237219831e-18
4.680305928623234504e+05	2.417925760281598772e-18
4.684943823751100572e+05	2.408308535295720578e-18
4.689586314747591969e+05	2.398729562525004451e-18
4.694233406166950590e+05	2.389188689822427691e-18
4.698885102567892754e+05	2.379685765646185691e-18
4.703541408513681381e+05	2.370220639057187457e-18
4.708202328572091646e+05	2.360793159716659365e-18
4.712867867315426120e+05	2.351403177883853307e-18
4.717538029320516507e+05	2.342050544413591512e-18
4.722212819168740534e+05	2.332735110753915760e-18
4.726892241445986438e+05	2.323456728943728885e-18
4.731576300742725725e+05	2.314215251610426267e-18
4.736265001653940417e+05	2.305010531967629398e-18
4.740958348779193475e+05	2.295842423812759983e-18
4.745656346722597955e+05	2.286710781524718804e-18
4.750359000092828064e+05	2.277615460061666282e-18
4.755066313503134879e+05	2.268556314958624695e-18
4.759778291571312002e+05	2.259533202325296097e-18
4.764494938919767737e+05	2.250545978843571704e-18
4.769216260175452335e+05	2.241594501765533940e-18
4.773942259969929000e+05	2.232678628910911123e-18
4.778672942939343047e+05	2.223798218665024424e-18
4.783408313724431791e+05	2.214953129976460577e-18
4.788148376970532117e+05	2.206143222354781559e-18
4.792893137327593868e+05	2.197368355868380647e-18
4.797642599450155394e+05	2.188628391142243714e-18
4.802396767997366842e+05	2.179923189355733260e-18
4.807155647633015760e+05	2.171252612240278060e-18
4.811919243025499745e+05	2.162616522077336306e-18
4.816687558847845066e+05	2.154014781696120693e-18
4.821460599777705502e+05	2.145447254471453322e-18
4.826238370497383294e+05	2.136252740834031684e-18
4.831020875693787821e+05	2.126636341689198952e-18
4.835808120058515342e+05	2.117063231023631140e-18
4.840600108287769253e+05	2.107533213973109280e-18
4.845396845082437503e+05	2.098046096550549534e-18
4.850198335148056503e+05	2.088601685642123606e-18
4.855004583194824518e+05	2.079199789003309431e-18
4.859815593937618542e+05	2.069840215254946093e-18
4.864631372095957049e+05	2.060522773879488285e-18
4.869451922394075082e+05	2.051247275216826265e-18
4.874277249560850323e+05	2.042013530460794148e-18
4.879107358329875278e+05	2.032821351655025302e-18
4.883942253439422930e+05	2.023670551689294241e-18
4.888781939632463036e+05	2.014560944295589647e-18
4.893626421656663879e+05	2.005492344044491319e-18
