# lambda: Angstroms, f_lambda: erg/s/cm^2/Angstrom,                          Teff=8878.4K,rad=2.271Rsol.
lambda	 f_lambda
1.778001417685921115e+04	8.852377896499839854e-13
1.779763307664517924e+04	8.689592239201011922e-13
1.781526943567652052e+04	8.787218945054484413e-13
1.783292327125420707e+04	8.631004411120603224e-13
1.785059460069645138e+04	8.717873789157298015e-13
1.786828344133860082e+04	8.683761030652955268e-13
1.788598981053321040e+04	8.651723505117209492e-13
1.790371372564992271e+04	8.623973442401961189e-13
1.792145520407570802e+04	8.584379761741897132e-13
1.793921426321471881e+04	8.552613903716196220e-13
1.795699092048839884e+04	8.519348877551876222e-13
1.797478519333534859e+04	8.481428564435431904e-13
1.799259709921154354e+04	8.447098621889139150e-13
1.801042665559023953e+04	8.408295205952343507e-13
1.802827387996202742e+04	8.357962892883470265e-13
1.804613878983473478e+04	8.319020365668694703e-13
1.806402140273363693e+04	8.262053728120339992e-13
1.808192173620138055e+04	7.958241762972728704e-13
1.809983980779788544e+04	8.092810888391006839e-13
1.811777563510058098e+04	7.965466246280907756e-13
1.813572923570428247e+04	7.751234323827555850e-13
1.815370062722127113e+04	7.395060448567570417e-13
1.817168982728117771e+04	6.679322609350840964e-13
1.818969685353120440e+04	6.760009448965549126e-13
1.820772172363600839e+04	7.364746399949304530e-13
1.822576445527779288e+04	6.283721267948607523e-13
1.824382506615616512e+04	7.781532317253101964e-13
1.826190357398838387e+04	7.853798642647082024e-13
1.827999999650923201e+04	7.872253191773582315e-13
1.829811435147109660e+04	7.883309310541698031e-13
1.831624665664385248e+04	7.872253191773582315e-13
1.833439692981509143e+04	7.862968965920021636e-13
1.835256518879002761e+04	7.836129120422773011e-13
1.837075145139141387e+04	7.818079439146060159e-13
1.838895573545977095e+04	7.793046633967866564e-13
1.840717805885326743e+04	7.775124546849989089e-13
1.842541843944779612e+04	7.738063749901610129e-13
1.844367689513686128e+04	7.721613459240453025e-13
1.846195344383180782e+04	7.692648745060105885e-13
1.848024810346172308e+04	7.656885395566664591e-13
1.849856089197336041e+04	7.633239842415418002e-13
1.851689182733135749e+04	7.604995982525391649e-13
1.853524092751812350e+04	7.570059289941024679e-13
1.855360821053389009e+04	7.537364701690836328e-13
1.857199369439675502e+04	7.459614358979424046e-13
1.859039739714256575e+04	7.474590551876949020e-13
1.860881933682514864e+04	7.431928036349089751e-13
1.862725953151622525e+04	7.393537367442411743e-13
1.864571799930530688e+04	7.346822241877671305e-13
1.866419475829994917e+04	7.277840482702048611e-13
1.868268982662561393e+04	7.193908602579176806e-13
1.870120322242575276e+04	7.071292250053859575e-13
1.871973496386169427e+04	6.859343986545523654e-13
1.873828506911286968e+04	6.455370250397663576e-13
1.875685355637673274e+04	4.345103804251539627e-13
1.877544044386864334e+04	6.402840791977143196e-13
1.879404574982213671e+04	6.762383565536327539e-13
1.881266949248877427e+04	6.919928884961763922e-13
1.883131169013820545e+04	6.990341400008064688e-13
1.884997236105821867e+04	6.273713723515138566e-13
1.886865152355461032e+04	7.032344835008009421e-13
1.888734919595143583e+04	7.028073999735490266e-13
1.890606539659090777e+04	7.016169890969715018e-13
1.892480014383329399e+04	6.990372882929159960e-13
1.894355345605717230e+04	6.971469480450648162e-13
1.896232535165930312e+04	6.930340911757436222e-13
1.898111584905470590e+04	6.935873361508515118e-13
1.899992496667653177e+04	6.913907742911666869e-13
1.901875272297632546e+04	6.888103725944588997e-13
1.903759913642390529e+04	6.790844706526392286e-13
1.905646422550727584e+04	6.840677769630516206e-13
1.907534800873288623e+04	6.812366072793191317e-13
1.909425050462548097e+04	6.793609868974103436e-13
1.911317173172819457e+04	6.767943946938141885e-13
1.913211170860243146e+04	6.740739229389393702e-13
1.915107045382809520e+04	6.715850726356408910e-13
1.917004798600347203e+04	6.694133809672170239e-13
1.918904432374531098e+04	6.663603694992372281e-13
1.920805948568868916e+04	6.638959747807720227e-13
1.922709349048727381e+04	6.612630512459276662e-13
1.924614635681317304e+04	6.587297719373492746e-13
1.926521810335704504e+04	6.557052817277454150e-13
1.928430874882793432e+04	6.525523583731823247e-13
1.930341831195356281e+04	6.487843254256928318e-13
1.932254681148019881e+04	6.443160533343041283e-13
1.934169426617256977e+04	6.398829373264663277e-13
1.936086069481412051e+04	6.340160314313373264e-13
1.938004611620686410e+04	6.253038860489651552e-13
1.939925054917148736e+04	6.126742734164180487e-13
1.941847401254721262e+04	5.900995994064735264e-13
1.943771652519204144e+04	5.462968933407651438e-13
1.945697810598263095e+04	5.065441602032881564e-13
1.947625877381438113e+04	5.694928547229617456e-13
1.949555854760128932e+04	5.941271407869075582e-13
1.951487744627622305e+04	6.060924125995790097e-13
1.953421548879077091e+04	6.119387173028387166e-13
1.955357269411534071e+04	6.139036700545698861e-13
1.957294908123901405e+04	6.147631578348129275e-13
1.959234466916981546e+04	6.139036700545698861e-13
1.961175947693460330e+04	6.124915925939515403e-13
1.963119352357897151e+04	6.110831361318584645e-13
1.965064682816750428e+04	6.096773347562616598e-13
1.967011940978364146e+04	6.076751391835774137e-13
1.968961128752976583e+04	6.056452691968139917e-13
1.970912248052707582e+04	6.037821186804500739e-13
1.972865300791584013e+04	5.570570466750254144e-13
1.974820288885528862e+04	5.993883228794916784e-13
1.976777214252351769e+04	5.971728371182709816e-13
1.978736078811775224e+04	5.954336256776075269e-13
1.980696884485419650e+04	5.934899115184294164e-13
1.982659633196809591e+04	5.877274613837336071e-13
1.984624326871380254e+04	5.889792179362075903e-13
1.986590967436461870e+04	5.870952247595996880e-13
1.988559556821307706e+04	5.849252209991970618e-13
1.990530096957081696e+04	5.830530952586917034e-13
1.992502589776850436e+04	5.806294580601726992e-13
1.994477037215607197e+04	5.787269395729030515e-13
1.996453441210259189e+04	5.763788952854778231e-13
1.998431803699637021e+04	5.742486413451405176e-13
2.000412126624480516e+04	5.724106231100670248e-13
2.002394411927464171e+04	5.697950904809909541e-13
2.004378661553188431e+04	5.677598306655748845e-13
2.006364877448167681e+04	5.658587634772470151e-13
2.008353061560858259e+04	5.639525461423298123e-13
2.010343215841642450e+04	5.619639337210576950e-13
2.012335342242835759e+04	5.595445669244566842e-13
2.014329442718692371e+04	5.569139510854100572e-13
2.016325519225390235e+04	5.555310029020892947e-13
2.018323573721062712e+04	5.537737805256543700e-13
2.020323608165766927e+04	5.517063215245142001e-13
2.022325624521514328e+04	5.488859940790061473e-13
2.024329624752257223e+04	5.479088816460823857e-13
2.026335610823893512e+04	5.453908351341322223e-13
2.028343584704273235e+04	5.435903782624258051e-13
2.030353548363184746e+04	5.344827154834563039e-13
2.032365503772379452e+04	5.392315816985043756e-13
2.034379452905564176e+04	5.379080167224557613e-13
2.036395397738388056e+04	5.354372650870003213e-13
2.038413340248470558e+04	5.092090771353929838e-13
2.040433282415387657e+04	5.307307812450033404e-13
2.042455226220675104e+04	5.296535242248633915e-13
2.044479173647838616e+04	5.277975180710043859e-13
2.046505126682334958e+04	5.256639119506671949e-13
2.048533087311606505e+04	5.237212011609473839e-13
2.050563057525047407e+04	5.213147132756696577e-13
2.052595039314036330e+04	5.196461038302489035e-13
2.054629034671920454e+04	5.183460971983269242e-13
2.056665045594023104e+04	5.160695890522237110e-13
2.058703074077648125e+04	5.141618425535804380e-13
2.060743122122066779e+04	5.116731987345195940e-13
2.062785191728543577e+04	5.101959990036962934e-13
2.064829284900326093e+04	5.055235308300788838e-13
2.066875403642635138e+04	5.066504196812174632e-13
2.068923549962690231e+04	5.047775268212010716e-13
2.070973725869696136e+04	5.031621485883688044e-13
2.073025933374852684e+04	5.008506342942270997e-13
2.075080174491340586e+04	4.994179733626083456e-13
2.077136451234347624e+04	4.953690000161513950e-13
2.079194765621058468e+04	4.955645136287282755e-13
2.081255119670644490e+04	4.939788409530325665e-13
2.083317515404289588e+04	4.914248248845122768e-13
2.085381954845177825e+04	4.898916436498461038e-13
2.087448440018497058e+04	4.883239865098396268e-13
2.089516972951446223e+04	4.856824301700743073e-13
2.091587555673220413e+04	4.849623782328110022e-13
2.093660190215038892e+04	4.827345377144010324e-13
2.095734878610133455e+04	4.811695469734348962e-13
2.097811622893737513e+04	4.787405573446007292e-13
2.099890425103114103e+04	4.772086105192409489e-13
2.101971287277540978e+04	4.761106069581212561e-13
2.104054211458321515e+04	4.739231728124469360e-13
2.106139199688768349e+04	4.721715282435116669e-13
2.108226254014231381e+04	4.706612652395952868e-13
2.110315376482089050e+04	4.684981834930676797e-13
2.112406569141733416e+04	4.667671993267440866e-13
2.114499834044602176e+04	4.631318135846837980e-13
2.116595173244160469e+04	4.631450071030479252e-13
2.118692588795908887e+04	4.617710556256140078e-13
2.120792082757388926e+04	4.599475674653862712e-13
2.122893657188167708e+04	4.580539349570210219e-13
2.124997314149867088e+04	4.561503163395833886e-13
2.127103055706151281e+04	4.546824135507935900e-13
2.129210883922716312e+04	4.529799686371911605e-13
2.131320800867318758e+04	4.515523367662416887e-13
2.133432808609759377e+04	4.493744591372121625e-13
2.135546909221894384e+04	4.478166514026273436e-13
2.137663104777620174e+04	4.461862545051923000e-13
2.139781397352901331e+04	4.437689757945719051e-13
2.141901789025759717e+04	4.422912011331801491e-13
2.144024281876262830e+04	4.402591677806745373e-13
2.146148877986552907e+04	4.383373582600109392e-13
2.148275579440830916e+04	4.362221417550440363e-13
2.150404388325363470e+04	4.342181775165625143e-13
2.152535306728487922e+04	4.313551156983562885e-13
2.154668336740599261e+04	4.282608610282892589e-13
2.156803480454180681e+04	4.243240967480605376e-13
2.158940739963771193e+04	4.182118191613447734e-13
2.161080117365999104e+04	4.089776639138886571e-13
2.163221614759565637e+04	3.933474206670045087e-13
2.165365234245251486e+04	3.570331665763573701e-13
2.167510977925924090e+04	3.671762411653802288e-13
2.169658847906520896e+04	3.907144954481618393e-13
2.171808846294078467e+04	4.036722361739951112e-13
2.173960975197722291e+04	4.089856223792031907e-13
2.176115236728652962e+04	4.110873287312766286e-13
2.178271633000177826e+04	4.118205172959068073e-13
2.180430166127693155e+04	4.118205172959068073e-13
2.182590838228692155e+04	4.085260276300529730e-13
2.184753651422770054e+04	4.099285433814432951e-13
2.186918607831609188e+04	4.089856223792031907e-13
2.189085709579012837e+04	4.078006228250199573e-13
2.191254958790870296e+04	4.061702559945899332e-13
2.193426357595191075e+04	4.051613162547862726e-13
2.195599908122089255e+04	4.033745465657492346e-13
2.197775612503789307e+04	4.024463783687599343e-13
2.199953472874633371e+04	4.006815731340271179e-13
2.202133491371064883e+04	3.996761622614276873e-13
2.204315670131658044e+04	3.978391550745175490e-13
2.206500011297106175e+04	3.966470353393322833e-13
2.208686517010210810e+04	3.951008356876055064e-13
2.210875189415909335e+04	3.935076023425393302e-13
2.213066030661260811e+04	3.923813682014222619e-13
2.215259042895456878e+04	3.905785620382896490e-13
2.217454228269804298e+04	3.895320555123130523e-13
2.219651588937755878e+04	3.878897154034715137e-13
2.221851127054898825e+04	3.863668674015266297e-13
2.224052844778941289e+04	3.852191214324075281e-13
2.226256744269744377e+04	3.834493447925031594e-13
2.228462827689305050e+04	3.808275622376264385e-13
2.230671097201761950e+04	3.808100096074101613e-13
2.232881554973403399e+04	3.792627792761650339e-13
2.235094203172650305e+04	3.781886409541375587e-13
2.237309043970086350e+04	3.764505136004232180e-13
2.239526079538445629e+04	3.752535480681385323e-13
2.241745312052601730e+04	3.738593752986195995e-13
2.243966743689597934e+04	3.721419092803097405e-13
2.246190376628629383e+04	3.712854612256804370e-13
2.248416213051055820e+04	3.695797254609498993e-13
2.250644255140383757e+04	3.681402085817640386e-13
2.252874505082298128e+04	3.670355468711672955e-13
2.255106965064650285e+04	3.653491965729613346e-13
2.257341637277444170e+04	3.641474283558767395e-13
2.259578523912869059e+04	3.628335819655355417e-13
2.261817627165281374e+04	3.611670076340020113e-13
2.264058949231212318e+04	3.601874829238929294e-13
2.266302492309374065e+04	3.586811285093457935e-13
2.268548258600643749e+04	3.570593450000965624e-13
2.270796250308093295e+04	3.562119400480248249e-13
2.273046469636977781e+04	3.545749581335717977e-13
2.275298918794724159e+04	3.531071902469155943e-13
2.277553599990959628e+04	3.521340862202172178e-13
2.279810515437497088e+04	3.505162423380393050e-13
2.282069667348345683e+04	3.492210642433973506e-13
2.284331057939695165e+04	3.481034395386933658e-13
2.286594689429944265e+04	3.464488409114516669e-13
2.288860564039690507e+04	3.455601663563855735e-13
2.291128683991717844e+04	3.441183336344724632e-13
2.293399051511027574e+04	3.425392024384751972e-13
2.295671668824820154e+04	3.414675023143416745e-13
2.297946538162503202e+04	3.401794064419208776e-13
2.300223661755698777e+04	3.388857238221179196e-13
2.302503041838225909e+04	3.378376617961771553e-13
2.304784680646136258e+04	3.362849915919955527e-13
2.307068580417677731e+04	3.347403671008712135e-13
2.309354743393331592e+04	3.336087994217558619e-13
2.311643171815793175e+04	3.324362483818417110e-13
2.313933867929980988e+04	3.309083190246955434e-13
2.316226833983042889e+04	3.296457193437555007e-13
2.318522072224339354e+04	3.277079328627548495e-13
2.320819584905472948e+04	3.271202839520676986e-13
2.323119374280279226e+04	3.256176522044605021e-13
2.325421442604811455e+04	3.240731341832163204e-13
2.327725792137373719e+04	3.227404424098884456e-13
2.330032425138502367e+04	3.213930354060775957e-13
2.332341343870974379e+04	3.197591713705796374e-13
2.334652550599813912e+04	3.182058830046952037e-13
2.336966047592274481e+04	3.167436808269159241e-13
2.339281837117876057e+04	3.151078863935374335e-13
2.341599921448368696e+04	3.134010642771434390e-13
2.343920302857767456e+04	3.117913682699602514e-13
2.346242983622335669e+04	3.144685911163856394e-13
2.348567966020593667e+04	3.131180328964114834e-13
2.350895252333322787e+04	3.111099733739439724e-13
2.353224844843551182e+04	3.095337198398313292e-13
2.355556745836583650e+04	3.081119228255246172e-13
2.357890957599988906e+04	3.066958826854712223e-13
2.360227482423589026e+04	3.052868520915495583e-13
2.362566322599488922e+04	3.038841931093725073e-13
2.364907480422059962e+04	3.024881763701750187e-13
2.367250958187952710e+04	3.017919619528552056e-13
2.369596758196078372e+04	3.004054987650763521e-13
2.371944882747640440e+04	2.987222663241745225e-13
2.374295334146124151e+04	2.972350051453807671e-13
2.376648114697281198e+04	2.964870684500333371e-13
2.379003226709163573e+04	2.951845865828555017e-13
2.381360672492105004e+04	2.942444724638479090e-13
2.383720454358729694e+04	2.935673761433298398e-13
2.386082574623957407e+04	2.920500326040792343e-13
2.388447035604987468e+04	2.908759899740622494e-13
2.390813839621329680e+04	2.897828020602134788e-13
2.393182988994793413e+04	2.888735490385701445e-13
2.395554486049472689e+04	2.875464214832093420e-13
2.397928333111780739e+04	2.862255302060336741e-13
2.400304532510429999e+04	2.855671814176136335e-13
2.402683086576445930e+04	2.842545954907999853e-13
2.405063997643149560e+04	2.834743022577893922e-13
2.407447268046187673e+04	2.822980736296260433e-13
2.409832900123523359e+04	2.812129859559537687e-13
2.412220896215419634e+04	2.803138209530066159e-13
2.414611258664475099e+04	2.790671033111395033e-13
2.417003989815603563e+04	2.780304568263310121e-13
2.419399092016043141e+04	2.771457921461257524e-13
2.421796567615362801e+04	2.765078771943289521e-13
2.424196418965444900e+04	2.752420740917657674e-13
2.426598648420517202e+04	2.739747823941975584e-13
2.429003258337140142e+04	2.727143526169352016e-13
2.431410251074194821e+04	2.717063653980850645e-13
2.433819628992914659e+04	2.707998830962289078e-13
2.436231394456867929e+04	2.702144389354449312e-13
2.438645549831969765e+04	2.697804400973054086e-13
2.441062097486465063e+04	2.689729111621213680e-13
2.443481039790960858e+04	2.672645971209170926e-13
2.445902379118412500e+04	2.653991161060878247e-13
2.448326117844112377e+04	2.640634887219536014e-13
2.450752258345721202e+04	2.628502530907860857e-13
2.453180803003251640e+04	2.634557841861105608e-13
2.455611754199074130e+04	2.634557841861105608e-13
2.458045114317924526e+04	2.628502530907860857e-13
2.460480885746887725e+04	2.616425358411353102e-13
2.462919070875433681e+04	2.604400020290878750e-13
2.465359672095379574e+04	2.580996762401411882e-13
2.467802691800929097e+04	2.556819182294296274e-13
2.470248132388651720e+04	2.531283511257679836e-13
2.472695996257493607e+04	2.539265427646405667e-13
2.475146285808781977e+04	2.550025782234009673e-13
2.477599003446208371e+04	2.550984235867087031e-13
2.480054151575861761e+04	2.432738111597764776e-13
2.482511732606216174e+04	2.531768115227115672e-13
2.484971748948115419e+04	2.530381101392216558e-13
2.487434203014809100e+04	2.512076189277977729e-13
2.489899097221931879e+04	2.487186244807718414e-13
2.492366433987518394e+04	2.458716010779559412e-13
2.494836215731983611e+04	2.424981781140350961e-13
2.497308444878155569e+04	2.430567450267256234e-13
2.499783123851264099e+04	2.446942353586790154e-13
2.502260255078927003e+04	2.455274149246925936e-13
2.504739840991182791e+04	2.458716010779559412e-13
2.507221884020472498e+04	2.458339153589594614e-13
2.509706386601647682e+04	2.449626159269183928e-13
2.512193351171978429e+04	2.441786394660980993e-13
2.514682780171134073e+04	2.427172594770641951e-13
2.517174676041217026e+04	2.408561574176701935e-13
2.519669041226749687e+04	2.384309433680161967e-13
2.522165878174661702e+04	2.348977466597635562e-13
2.524665189334321985e+04	2.303467192110545872e-13
2.527166977157522706e+04	2.289327638973390777e-13
2.529671244098489842e+04	2.317738027398013204e-13
2.532177992613866445e+04	2.337262253413551806e-13
2.534687225162745017e+04	2.348055212409133782e-13
2.537198944206654778e+04	2.350176715313723020e-13
2.539713152209549298e+04	2.348055212409133782e-13
2.542229851637838874e+04	2.342655543240041323e-13
2.544749044960373067e+04	2.337262253413551806e-13
2.547270734648446887e+04	2.326524234169513560e-13
2.549794923175810254e+04	2.315837249678192091e-13
2.552321613018649441e+04	2.299893415925525521e-13
2.554850806655618362e+04	2.272523985895581141e-13
2.557382506567829114e+04	2.252724322778921697e-13
2.559916715238834877e+04	2.216705044919172660e-13
2.562453435154667022e+04	2.164915083719287070e-13
2.564992668803814377e+04	2.126531903316484855e-13
2.567534418677237045e+04	2.142502044357862364e-13
2.570078687268348585e+04	2.198372297136591492e-13
2.572625477073047659e+04	2.214001399932869282e-13
2.575174790589707482e+04	2.221815169266373411e-13
2.577726630319160540e+04	2.221815169266373411e-13
2.580280998764733522e+04	2.217895022904678329e-13
2.582837898432228758e+04	2.213228248109838785e-13
2.585397331829931136e+04	2.201470309479070959e-13
2.587959301468616832e+04	2.198365270681355202e-13
2.590523809861533664e+04	2.191329526804952921e-13
2.593090859524441839e+04	2.177319367421499666e-13
2.595660452975572480e+04	2.167613635943359501e-13
2.598232592735668732e+04	2.155803336314783691e-13
2.600807281327966120e+04	2.136525906689067454e-13
2.603384521278200191e+04	2.116937767074742962e-13
2.605964315114615238e+04	2.087890995059070542e-13
2.608546665367944661e+04	2.042972472010535281e-13
2.611131574571445162e+04	1.977197830003616488e-13
2.613719045260884741e+04	1.946717190542103874e-13
2.616309079974527776e+04	1.998517251875940897e-13
2.618901681253169227e+04	2.009554742525713035e-13
2.621496851640117166e+04	1.975222422462795859e-13
2.624094593681200058e+04	1.869307370006111256e-13
2.626694909924774038e+04	1.746237186466118576e-13
2.629297802921704715e+04	1.924812071684268467e-13
2.631903275225406469e+04	1.983417319628872445e-13
2.634511329391803520e+04	2.011122233819565783e-13
2.637121967979367764e+04	2.021657912194005371e-13
2.639735193549102041e+04	2.026319008111093093e-13
2.642351008664545589e+04	1.968512251748318115e-13
2.644969415891784956e+04	2.021657912194005371e-13
2.647590417799432544e+04	2.017011005623935985e-13
2.650214016958661887e+04	2.009554742525713035e-13
2.652840215943195290e+04	2.003127313039386415e-13
2.655469017329288545e+04	1.993923854401685474e-13
2.658100423695766949e+04	1.984761146171330137e-13
2.660734437624006023e+04	1.970196164936945203e-13
2.663371061697943878e+04	1.955183649157935732e-13
2.666010298504064122e+04	1.934981651827197033e-13
2.668652150631428231e+04	1.904180109261415877e-13
2.671296620671664277e+04	1.856168252810907604e-13
2.673943711218952012e+04	1.772813069422639152e-13
2.676593424870058152e+04	1.768651375269950501e-13
2.679245764224317099e+04	1.836271786783015690e-13
2.681900731883638946e+04	1.870276818505604495e-13
2.684558330452517839e+04	1.886724757938206394e-13
2.687218562538012338e+04	1.892779365727852595e-13
2.689881430749780338e+04	1.895432058396690914e-13
2.692546937700067065e+04	1.891070791652233861e-13
2.695215086003688339e+04	1.888297537894395651e-13
2.697885878278068776e+04	1.882382629226643729e-13
2.700559317143219960e+04	1.878053259202917830e-13
2.703235405221756446e+04	1.873732742864661333e-13
2.705914145138874665e+04	1.865125037570603342e-13
2.708595539522388935e+04	1.860836417953146914e-13
2.711279591002717643e+04	1.852286126755166452e-13
2.713966302212868686e+04	1.845876146320363286e-13
2.716655675788476583e+04	1.839532621756034613e-13
2.719347714367781737e+04	1.831080495061595170e-13
2.722042420591638802e+04	1.824315874176781299e-13
2.724739797103524324e+04	1.818477619975330127e-13
2.727439846549518916e+04	1.810119752784270628e-13
2.730142571578341085e+04	1.802274982852336140e-13
2.732847974841334144e+04	1.791186027537833379e-13
2.735556058992452745e+04	1.786901095888656001e-13
2.738266826688297078e+04	1.777088095326957702e-13
2.740980280588094683e+04	1.768919134114750930e-13
2.743696423353714636e+04	1.756742244425515682e-13
2.746415257649645719e+04	1.740633978387743238e-13
2.749136786143034624e+04	1.721204741197768590e-13
2.751861011503670670e+04	1.692009634371558767e-13
2.754587936403972344e+04	1.641335352046747246e-13
2.757317563519022951e+04	1.545876547928952852e-13
2.760049895526550608e+04	1.567498271511526668e-13
2.762784935106937337e+04	1.635430948549655444e-13
2.765522684943227432e+04	1.666127390460959087e-13
2.768263147721105997e+04	1.681544212996514032e-13
2.771006326128942237e+04	1.685422080249746426e-13
2.773752222857747620e+04	1.683988515341744033e-13
2.776500840601215896e+04	1.685422080249746426e-13
2.779252182055705634e+04	1.681544212996514032e-13
2.782006249920246410e+04	1.670132889941872130e-13
2.784763046896548985e+04	1.665642335325010162e-13
2.787522575688983125e+04	1.666127390460959087e-13
2.790284839004616879e+04	1.662296652961124264e-13
2.793049839553199854e+04	1.654659690312684654e-13
2.795817580047150113e+04	1.650851896167090222e-13
2.798588063201590194e+04	1.643265951963698006e-13
2.801361291734328188e+04	1.637190543044001574e-13
2.804137268365865020e+04	1.631955261071915927e-13
2.806915995819403179e+04	1.624454639314637527e-13
2.809697476820826341e+04	1.620723557991488595e-13
2.812481714098743032e+04	1.613274032001966909e-13
2.815268710384441147e+04	1.606813770457653185e-13
2.818058468411934155e+04	1.602169877140949066e-13
2.820850990917938179e+04	1.594809700630178518e-13
2.823646280641880730e+04	1.588583504758413760e-13
2.826444340325910889e+04	1.583829266309630047e-13
2.829245172714876389e+04	1.573741890296627722e-13
2.832048780556363636e+04	1.570378315686463807e-13
2.834855166600680604e+04	1.565699173834208239e-13
2.837664333600843747e+04	1.558504782947884745e-13
2.840476284312615462e+04	1.522415745471301671e-13
2.843291021494481902e+04	1.544973956229578970e-13
2.846108547907669708e+04	1.539495488730116348e-13
2.848928866316123822e+04	1.532204874231573810e-13
2.851751979486545315e+04	1.523358254634473740e-13
2.854577890188377569e+04	1.516033631120793247e-13
2.857406601193789538e+04	1.505591536047038502e-13
2.860238115277716497e+04	1.494830627610502405e-13
2.863072435217836028e+04	1.478115126359812861e-13
2.865909563794579299e+04	1.453367841130417615e-13
2.868749503791138341e+04	1.412409469474685021e-13
2.871592257993444946e+04	1.332909158631393903e-13
2.874437829190209959e+04	1.318745763348208224e-13
2.877286220172907633e+04	1.393604726600201434e-13
2.880137433735759987e+04	1.424650781525836603e-13
2.882991472675776458e+04	1.439073021371504313e-13
2.885848339792732077e+04	1.444468577526578034e-13
2.888708037889182015e+04	1.444468577526578034e-13
2.891570569770440488e+04	1.443681544472559730e-13
2.894435938244620047e+04	1.441144282549897979e-13
2.897304146122615566e+04	1.437830271919232301e-13
2.900175196218089332e+04	1.432518409583281372e-13
2.903049091347510694e+04	1.427932895436032145e-13
2.905925834330132420e+04	1.423396885906773444e-13
2.908805427988001975e+04	1.418101786733423704e-13
2.911687875145969156e+04	1.412147961292594723e-13
2.914573178631664996e+04	1.408342281477463146e-13
2.917461341275540326e+04	1.401869838818197448e-13
2.920352365910850858e+04	1.398647574685060995e-13
2.923246255373642634e+04	1.392223692434771174e-13
2.926143012502788406e+04	1.385825366219391231e-13
2.929042640139969444e+04	1.382637489457642440e-13
2.931945141129689000e+04	1.376283802347927522e-13
2.934850518319249750e+04	1.373118952311214433e-13
2.937758774558795631e+04	1.366809936915645136e-13
2.940669912701293288e+04	1.361328918481079815e-13
2.943583935602519341e+04	1.357151268638675750e-13
2.946500846121098220e+04	1.351165970999779181e-13
2.949420647118481065e+04	1.346043673337503424e-13
2.952343341458954455e+04	1.341864309193510256e-13
2.955268932009649507e+04	1.335696605729642824e-13
2.958197421640519678e+04	1.330746018441764941e-13
2.961128813224387704e+04	1.326503470100424539e-13
2.964063109636898298e+04	1.320409844422044853e-13
2.967000313756563264e+04	1.317369863225682806e-13
2.969940428464741854e+04	1.311317347636624119e-13
2.972883456645648403e+04	1.305291398047421873e-13
2.975829401186360701e+04	1.302024720395253138e-13
2.978778264976799983e+04	1.296307372466802244e-13
2.981730050909769125e+04	1.290354131019020579e-13
2.984684761880937731e+04	1.287384604967732167e-13
2.987642400788825762e+04	1.281469700600224366e-13
2.990602970534845372e+04	1.275582688275816796e-13
2.993566474023275805e+04	1.271164434738898827e-13
2.996532914161282315e+04	1.266207533879435463e-13
2.999502293858890698e+04	1.260979538111035986e-13
3.002474616029030585e+04	1.256705450330379039e-13
3.005449883587516888e+04	1.251001822907630196e-13
3.008428099453035975e+04	1.245799943035210100e-13
3.011409266547184598e+04	1.240818688190019342e-13
3.014393387794449154e+04	1.233998775467835505e-13
3.017380466122212965e+04	1.227298113210253303e-13
3.020370504460767552e+04	1.222749783024835952e-13
3.023363505743288988e+04	1.214349826769388021e-13
3.026359472905878283e+04	1.203927485184656553e-13
3.029358408887546102e+04	1.191217207162953143e-13
3.032360316630197849e+04	1.169172124323473918e-13
3.035365199078671139e+04	1.132796443101914286e-13
3.038373059180716518e+04	1.040637989974091326e-13
3.041383899887012012e+04	1.081865097478971837e-13
3.044397724151140210e+04	1.134753838207246800e-13
3.047414534929629735e+04	1.154881033486606572e-13
3.050434335181938877e+04	1.164508425861465848e-13
3.053457127870439217e+04	1.166025068441874122e-13
3.056482915960457467e+04	1.166025068441874122e-13
3.059511702420252186e+04	1.165191091968421720e-13
3.062543490221023239e+04	1.161888975971323624e-13
3.065578282336920893e+04	1.158441243901231245e-13
3.068616081745024348e+04	1.155335509931115015e-13
3.071656891425381036e+04	1.150935960872668995e-13
3.074700714360991697e+04	1.147379602432987008e-13
3.077747553537794738e+04	1.142773129050184627e-13
3.080797411944705891e+04	1.139484914352982533e-13
3.083850292573595652e+04	1.134641419015098978e-13
3.086906198419306747e+04	1.131639846676535344e-13
3.089965132479630483e+04	1.126532255083889565e-13
3.093027097755347131e+04	1.122251832032400108e-13
3.096092097250210645e+04	1.118449051803526620e-13
3.099160133970933748e+04	1.113548052620257912e-13
3.102231210927225766e+04	1.110393732844103243e-13
3.105305331131773346e+04	1.105879154590069490e-13
3.108382497600248462e+04	1.101412099816650752e-13
3.111462713351317143e+04	1.097098772878640000e-13
3.114545981406618012e+04	1.093221339751177263e-13
3.117632304790809940e+04	1.089120804648503784e-13
3.120721686531522573e+04	1.084599662946072292e-13
3.123814129659405808e+04	1.080885315829826382e-13
3.126909637208105778e+04	1.074596050592587821e-13
3.130008212214274681e+04	1.073246817401953441e-13
3.133109857717580599e+04	1.062640065703565489e-13
3.136214576760684577e+04	1.065354207119364505e-13
3.139322372389281372e+04	1.060194002345126644e-13
3.142433247652084901e+04	1.056645982658839967e-13
3.145547205600810048e+04	1.052352663265193060e-13
3.148664249290214866e+04	1.048836771673755758e-13
3.151784381778079114e+04	1.044538578584568702e-13
3.154907606125211169e+04	1.041616902072395341e-13
